network,Name,Rating (kA),Stage -1,Stage 0,Stage 1,Stage 2,Stage 3,Stage 4,Stage 5,Stage 6,Stage 7,Stage 8,Stage 9,Stage 10,Stage 11,Stage 12,Stage 13,Stage 14,Stage 15
chapelcross33kv,CRAG5A_LAHO5-_1,0.5616043,0,0,0.0,0.0,0.0,0.021244997542403672,0.021155318990930972,0.021073455810290742,0.021944343448142403,0.02239112232560571,0.022688655014985782,0.02232514933145789,0.02189494038638513,0.1498398184964762,0.14049114848397198,0.14514805320683166,0.12930712288270585
chapelcross33kv,CHAPX4_LOBI3A_1,0.1940247,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010324438959054183,0.0011440462727658977,0.001168603694499687,0.0011646947028296209,0.0011673083349720273,0.001164921894479872,0.0011643831515855574
chapelcross33kv,CHAPX1_LOBI3A_1,0.4309132,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3084800434519289,0.22557501153240506,0.1346758254119651
chapelcross33kv,CHAP3-_GRNA3B_1,0.4310007,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28354294070456193,0.2752366017185965,0.23665227618714219,0.19156389545481806
chapelcross33kv,CHAP3-_MINS3-_1,0.6998185,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4305703719288891,0.3136817425815396,0.21022771429433118,0.20713681202171264,0.20764871870132035,0.1385410156029999
chapelcross33kv,CHAP3-_STCR3-_1,2.799274,0,0,0.0,0.0,0.19046374970058114,0.19028230406525132,0.1894781470055713,0.18874408174988733,0.19655383310594496,0.1973464835647138,1.3784043133672845,1.3917999175363382,1.3431455719255896,1.4700174171090747,1.3608481858320707,1.3735784959904422,1.348788026016197
chapelcross33kv,LOBI3B_LOBIT2_1,17.47797,0,0,0.5664240995419203,0.5664240995419203,0.4896722843330788,0.5340801035788104,0.6438700736420182,0.7478379498973895,2.859437853562085,3.3741926073848396,1.9470240093161035,2.7825520431933253,2.189348968339379,4.576157057274623,3.6753841253255732,3.978557324982029,3.4391485003203455
chapelcross33kv,lne_AL048A_GRNA1-_1,0.63,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010299466261797254,0.0047903861061803195,0.0048869744954944715,0.005103145647062605
chapelcross33kv,lne_CHAP1-_AL048A_1,0.57735,0,0,0.0,0.0,0.0,0.0,0.001468248404595424,0.005171044589555258,0.004069854595505861,0.004053779705380181,0.004125793276891755,0.00411743330943575,0.005136501308882714,0.004080275883689063,0.0051136841071118344,0.004129085443842174,0.005127862991188945
chapelcross33kv,lne_AL048B_GRNA1-_1,0.63,0,0,0.0,0.0,0.0,0.0,0.004808850418731237,0.009232460941769062,0.007246200662462256,0.007217579985132333,0.007345811787319162,0.007330927195904604,0.00913620629099279,0.007264760386937139,0.009095695173175662,0.007351673360821462,0.00912092120806977
chapelcross33kv,lne_CHAP1-_AL048B_1,0.5773,0,0,0.0,0.0,0.0,0.0,1.8196680532902258e-05,1.8315920859428543e-05,1.4290242596296525e-05,1.4233799654834366e-05,1.4486744955438294e-05,1.4457390908792333e-05,1.7978131758471724e-05,1.4326864725449347e-05,1.789871829048884e-05,1.4498304616201615e-05,1.7948380786285924e-05
chapelcross33kv,CHAP08_CHAPX3_1,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcross33kv,CHAP3-_SOLWAY,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcross132kv,CHAP3A1,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcross132kv,CHAP3A2,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcross132kv,CHAP1-_CHAP3-_1,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcross132kv,CHAP1-_CHAP3-_2,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcross132kv,M1,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcross132kv,R1,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcross132kv,1006,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcross132kv,1004,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcross132kv,HARK A,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcross132kv,HARK,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcross132kv,806,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcross132kv,804,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcross132kv,DUMF-2 A,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcross132kv,DUMF-2,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcross132kv,616,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcross132kv,614,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcross132kv,ECCF-2 A,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcross132kv,ECCF-2,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcross132kv,416,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcross132kv,414,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcross132kv,206,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcross132kv,204,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcross132kv,GRNA-2 A,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcross132kv,GRNA-2,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcross132kv,336 330 334,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcross132kv,506,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcross132kv,504,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcross132kv,DUMF-1 A,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcross132kv,DUMF-1,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcross132kv,716,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcross132kv,714,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcross132kv,916,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcross132kv,914,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcross132kv,ECCF-1 A,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcross132kv,ECCF-1,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcross132kv,1106,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcross132kv,1104,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcross132kv,GRNA-1 A,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcross132kv,GRNA-1,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
gretna132kv,124 120 128,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
gretna132kv,783 780 784,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
gretna132kv,303 305 304,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
gretna132kv,203 205 204,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
gretna132kv,683 680 684,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
gretna132kv,504 505 503,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
gretna132kv,404 405 403,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
gretna132kv,804 805 803,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
gretna400kv,M1,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
gretna400kv,R1,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
gretna400kv,X606 X604,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
gretna400kv,HARK A,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
gretna400kv,HARK,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
gretna400kv,X516 X514,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
gretna400kv,GRNA 780 A,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
gretna400kv,X510,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
gretna400kv,GRNA 780,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
gretna400kv,GRNA 780 tx,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
gretna400kv,X406 X404,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
gretna400kv,ELVA A,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
gretna400kv,ELVA,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
gretna400kv,X447,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
gretna400kv,X447 X449,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
gretna400kv,X449,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
gretna400kv,SC1,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
gretna400kv,X448,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
gretna400kv,X236 X230 X234,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
gretna400kv,X116 X114,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
gretna400kv,GRNA 680 A,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
gretna400kv,X110,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
gretna400kv,GRNA 680,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
gretna400kv,GRNA 680 tx,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
gretna400kv,SC2,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
gretna400kv,SC3,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
gretna400kv,SC4,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
gretna400kv,SC5,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
gretna400kv,SC6,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
gretna400kv,SC7,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
gretna400kv,SC8,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcrossgretna1,R1_1,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcrossgretna1,M1_1,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcrossgretna1,1106 1104_1,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcrossgretna1,1105 A_1,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcrossgretna1,1105 B_1,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcrossgretna1,1105 1103_1,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcrossgretna1,1103 303 A_1,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcrossgretna1,1103 303 B_1,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcrossgretna1,1103 303 C_1,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcrossgretna1,303 305_1,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcrossgretna1,305 304_1,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcrossgretna1,GRNA1 A_1,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcrossgretna1,GRNA1 B_1,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcrossgretna2,R1_2,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcrossgretna2,M1_2,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcrossgretna2,206 204_2,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcrossgretna2,205 A_2,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcrossgretna2,205 B_2,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcrossgretna2,205 203_2,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcrossgretna2,203 203 A_2,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcrossgretna2,203 203 B_2,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcrossgretna2,203 203 C_2,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcrossgretna2,203 205_2,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcrossgretna2,205 204_2,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcrossgretna2,GRNA1 A_2,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
chapelcrossgretna2,GRNA1 B_2,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
ewehillgretna,GRNA1,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
ewehillgretna,804 805 803,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
ewehillgretna,803 113,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
ewehillgretna,113,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
ewehillgretna,204 132kV,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
ewehillgretna,204 0V,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
ewehillgretna,GRID 1A,999.0,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
